,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
13616,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@ozgemiyavv @pacimo31 @SirCicaldau Gercek lazlar zaten rum ermeni amk vermeniz normal nerden biliyorum ben bunu peki 
 Trabzon Tonya liyim",Armenian,1658132238620392960,Türkçe,Ermeni Karşıtı,"   Gercek lazlar zaten rum ermeni amk vermeniz normal nerden biliyorum ben bunu peki 
 Trabzon Tonya liyim"
13619,['Din'],8,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Şiddetli,@MertArmagan53 Gördün mü abim gö* korkusunu alevi adamı müslüman ettik FJDNFJDKFMDMJGKDMGKSMKVKDJFJDMFKDH,Alevi,1658132363514109952,Türkçe,Alevi Karşıtı, Gördün mü abim gö* korkusunu alevi adamı müslüman ettik FJDNFJDKFMDMJGKDMGKSMKVKDJFJDMFKDH
13622,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@harrynashwells Bikere ben şunu söyleyim GAZİ MUSTAFA kemalin hatırası olan chpnin başında kökeni ermeni sırtını kandile boynunu amerikaya teslim etmiş hiçbir vasfı olmayan yolda yürümeyi bilmeyen iki cümleyi yan yana getiremeyen ZAAT olduğu sürece,bölücü hdp olduğu sürece ÜLKÜCÜ O MASAYA GELMEZ",Armenian,1658132746215079936,Türkçe,Ermeni Karşıtı," Bikere ben şunu söyleyim GAZİ MUSTAFA kemalin hatırası olan chpnin başında kökeni ermeni sırtını kandile boynunu amerikaya teslim etmiş hiçbir vasfı olmayan yolda yürümeyi bilmeyen iki cümleyi yan yana getiremeyen ZAAT olduğu sürece,bölücü hdp olduğu sürece ÜLKÜCÜ O MASAYA GELMEZ"
13625,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@Uzaktan_Gelen_ Hdp pkk varken cumhuriyetmi olurmuş.  Atatürkü partisine ermeni pkk lilari doldurdunuz sonra cumhuriyetmi kalırmış.  Bu seçimi biz gerçek TÜRKLER belirledik. Sinan size geçsin aldığı oyun yarısını alamaz.  Anlayın artık hdp pkk terör kırmızı cizgimiz,Armenian,1658134319330672896,Türkçe,Ermeni Karşıtı, Hdp pkk varken cumhuriyetmi olurmuş.  Atatürkü partisine ermeni pkk lilari doldurdunuz sonra cumhuriyetmi kalırmış.  Bu seçimi biz gerçek TÜRKLER belirledik. Sinan size geçsin aldığı oyun yarısını alamaz.  Anlayın artık hdp pkk terör kırmızı cizgimiz
13628,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,ulan alaman sığınmacısı zavallı @RTErdogan mecliste çoğunluğu aldı cb swçiminde önde kıl pyı kaçırdı 7düvel haini ibnesi pkklısı feröcüsü ne kadar azılı azgın sapkın terörist varsa @kilicdarogluk etrafına topladı bi bo@a yaramadı yaramaycak ta..reis sevinmesinde sen mi sevin! https://t.co/SzHfH46MzO,LGBTI+,1658134758499467008,Türkçe,LGBTI+ Karşıtı,ulan alaman sığınmacısı zavallı  mecliste çoğunluğu aldı cb swçiminde önde kıl pyı kaçırdı 7düvel haini ibnesi pkklısı feröcüsü ne kadar azılı azgın sapkın terörist varsa  etrafına topladı bi bo yaramadı yaramaycak ta..reis sevinmesinde sen mi sevin! 
13631,['Irk/Etnik Köken'],5,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"Belki de senin kardeşin üç kuruş için insanların ağız kokusunu çekiyorken, bu Arap soytarılarının vatanımıza yön vermesi kanınıza dokunmuyor mu?",Arabian,1658135031871681024,Türkçe,Arap Karşıtı,"Belki de senin kardeşin üç kuruş için insanların ağız kokusunu çekiyorken, bu Arap soytarılarının vatanımıza yön vermesi kanınıza dokunmuyor mu?"
13634,"['Ülke/Milliyet', 'Hedef grup birden fazla.']",4,"['Abartma; Genelleme; Yükleme; Çarpıtma', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,@Meryemilhan072 @tr_whtstr Pkkli ermeni ve pkkli yahudi melezi katil teröristler istanbul gungörende 2 bomba patlatarak bebekleri kucuk cocuklari parcalayarak öldürdü,Armenian,1658135879607623936,Türkçe,Ermeni Karşıtı,  Pkkli ermeni ve pkkli yahudi melezi katil teröristler istanbul gungörende 2 bomba patlatarak bebekleri kucuk cocuklari parcalayarak öldürdü
13637,"['Country/Nationality', 'Gender']",5,"['Symbolization', 'Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization']",High,"زواج المتعـ،، ـة للسعوديين بالمروكيات أثناء زيارتهم للمروك يجسده هذا المسلسل السعودي الذي صُور بمدينة مراكش 
شفتو السلعة كيف معروضة وهما يخيرو
 والله حتى في تايلند ماحصلتش
#المغرب_مملكة_التلوين #المغرب_اضحوكة_العالم #ترحيل_المغربيات_مطلب #ترحيل_المغربيات_مطلب_امني",Arabic,1658135945655320576,,Anti-Immigrant/Refugee,"زواج المتعـ،، ـة للسعوديين بالمروكيات أثناء زيارتهم للمروك يجسده هذا المسلسل السعودي الذي صُور بمدينة مراكش 
شفتو السلعة كيف معروضة وهما يخيرو
 والله حتى في تايلند ماحصلتش
#المغرب_مملكة_التلوين #المغرب_اضحوكة_العالم #ترحيل_المغربيات_مطلب #ترحيل_المغربيات_مطلب_امني"
13640,"['Irk/Etnik Köken', 'Ülke/Milliyet']",6,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@BRCNYLDRM78 TR nin Ermeni iftirasinda kendini anlatamamasi hakli oldu yerde soy kirimci gibi görünmesini engelleyemedigi gibi  CHP de terörle uzaktan yakindan ilişkisi olmadiginin uzerinde fazla duramadi yada durmadı,Armenian,1658136027196695040,Türkçe,Ermeni Karşıtı, TR nin Ermeni iftirasinda kendini anlatamamasi hakli oldu yerde soy kirimci gibi görünmesini engelleyemedigi gibi  CHP de terörle uzaktan yakindan ilişkisi olmadiginin uzerinde fazla duramadi yada durmadı
13643,"['Din', 'Cinsel Yönelim', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,"itperestlik 
lgbt destekciliği
feminizm 
ahlaksızlık 
gibi sapkın fikirleri aklınızdan söküp atacaksınız yoksa anadolu halkı söküp atmasını bilir",LGBTI+,1658136181228412928,Türkçe,LGBTI+ Karşıtı,"itperestlik 
lgbt destekciliği
feminizm 
ahlaksızlık 
gibi sapkın fikirleri aklınızdan söküp atacaksınız yoksa anadolu halkı söküp atmasını bilir"
13646,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@fatihportakal @szctelevizyonu Hayır diyen duyarlı seçmenimiz şunu kendinize sorun ;
Küçük bir ihtimal dahi olsa çağdaş laik bir Türkiye Cumhuriyeti mi?
Yoksa Arap adetlerine göre yönetmeye heveslenmişlerin kıskacında yaşanacak  karanlık bir süreç mi?",Arabian,1658136802559942912,Türkçe,Arap Karşıtı,"  Hayır diyen duyarlı seçmenimiz şunu kendinize sorun ;
Küçük bir ihtimal dahi olsa çağdaş laik bir Türkiye Cumhuriyeti mi?
Yoksa Arap adetlerine göre yönetmeye heveslenmişlerin kıskacında yaşanacak  karanlık bir süreç mi?"
13649,['Irk/Etnik Köken'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@redfieldx003 @milat332 @abay3480 @Bozobozo78 @psikologderyas1 @kilicdarogluk Arap tehlikesi ve istilası sessiz ve derinden büyüyor.
Biz dört koldan Türk Kürt kavgası,
bölücü faşist şu bu derken vatan parsel parsel gidiyor.
Bırakalım bu kavgayı",Arabian,1658137169150583040,Türkçe,Arap Karşıtı,"      Arap tehlikesi ve istilası sessiz ve derinden büyüyor.
Biz dört koldan Türk Kürt kavgası,
bölücü faşist şu bu derken vatan parsel parsel gidiyor.
Bırakalım bu kavgayı"
13652,"['Irk/Etnik Köken', 'Ülke/Milliyet']",6,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,"Ülke elden gidiyor dedik anlamadınız. Kurtuluş savaşının nasıl başladığına bakın. Ne zaman bu ülke uyanmış okuyun. Aynı seneryo , daha uyanmadılar. Ama uyanacaklar. Ne zaman arap ve suriyeliler namuslarına göz dikerler o gün göreceğim ben sizi…yanınızda biz atatürkçüler olacağız",Arabian,1658137171419705088,Türkçe,Arap Karşıtı,"Ülke elden gidiyor dedik anlamadınız. Kurtuluş savaşının nasıl başladığına bakın. Ne zaman bu ülke uyanmış okuyun. Aynı seneryo , daha uyanmadılar. Ama uyanacaklar. Ne zaman arap ve suriyeliler namuslarına göz dikerler o gün göreceğim ben sizi…yanınızda biz atatürkçüler olacağız"
13655,"['Irk/Etnik Köken', 'Ülke/Milliyet']",5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@unal_tayfur @tr_whtstr Musluman Kürt Hudaparlilar degil yahudi katil mossad ajanlari öldürdü Gaffar Okkani.
Pkkli ermeni ve pkkli yahudi melezi katil teröristler istanbul gungörende 2 bomba patlatarak bebekleri kucuk cocuklari parcalayarak öldürdü",Armenian,1658137190902243072,Türkçe,Ermeni Karşıtı,"  Musluman Kürt Hudaparlilar degil yahudi katil mossad ajanlari öldürdü Gaffar Okkani.
Pkkli ermeni ve pkkli yahudi melezi katil teröristler istanbul gungörende 2 bomba patlatarak bebekleri kucuk cocuklari parcalayarak öldürdü"
13658,"['Irk/Etnik Köken', 'Din', 'Hedef grup birden fazla.']",5,['Simgeleştirme'],Yok,"@barisyarkadas Seçimde hepiniz Kürt Alevi PKK sever olmistunuz,şimdide milliyetçi olursunuz olur biter.yakisir size",Alevi,1658137817732481024,Türkçe,Alevi Karşıtı," Seçimde hepiniz Kürt Alevi PKK sever olmistunuz,şimdide milliyetçi olursunuz olur biter.yakisir size"
13661,"['Irk/Etnik Köken', 'Ülke/Milliyet']",3,['Simgeleştirme'],Yok,@nurifisek @italyancaci @AltanDogrucu Abim T.C ibaresinden tut da Türk'lük karıştı söylemlerine İhvan'ı arap sevici politikalarına kadar bunu da görmedim duymadım diyemezsin ya,Arabian,1658137987266298112,Türkçe,Arap Karşıtı,   Abim T.C ibaresinden tut da Türk'lük karıştı söylemlerine İhvan'ı arap sevici politikalarına kadar bunu da görmedim duymadım diyemezsin ya
13664,"['Irk/Etnik Köken', 'Hedef grup belirgin değil veya yok.']",1,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"Refahı da geçtim, arap kültürüne boyun eğmek zorunda bırakılışımıza kırıldım. Atatürkün kazandırdıklarından vazgeçirilişimize kırıldım. Kutsal vatanın arap mülkü olmasına izin verenlere kırıldım.
Kalbim acıyor.

#SinanOgan #georgeOrwell",Arabian,1658138735781839104,Türkçe,Arap Karşıtı,"Refahı da geçtim, arap kültürüne boyun eğmek zorunda bırakılışımıza kırıldım. Atatürkün kazandırdıklarından vazgeçirilişimize kırıldım. Kutsal vatanın arap mülkü olmasına izin verenlere kırıldım.
Kalbim acıyor.

#SinanOgan #georgeOrwell"
13667,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@Mervishh69 @nsnrgrms Demekki dedikleri gibi ne Ermeni soykırımı yapmışız ne de Yunanları denize dökmüşüz. Ülkenin kıyılarında kalıntılar kalmış,Armenian,1658138915176316928,Türkçe,Ermeni Karşıtı,  Demekki dedikleri gibi ne Ermeni soykırımı yapmışız ne de Yunanları denize dökmüşüz. Ülkenin kıyılarında kalıntılar kalmış
13670,"['Irk/Etnik Köken', 'Cinsiyet']",4,['Dışlama; Ayrımcı Söylem'],Yok,İnan umrumda değil artık herkes hak ettiğini yaşasın akp ye veren kadınlarda ilerde Arap ülkeleri gibi hakları elinden alınınca hiç ağlamasın yeter be yeter https://t.co/FnEszIOjJ5,Arabian,1658139019165794048,Türkçe,Arap Karşıtı,İnan umrumda değil artık herkes hak ettiğini yaşasın akp ye veren kadınlarda ilerde Arap ülkeleri gibi hakları elinden alınınca hiç ağlamasın yeter be yeter 
13673,['Ülke/Milliyet'],4,['Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi'],Yok,"@dileysss @baris_baris42 @DijitalNabiz @TurkcuPaylasim Ermeni çeteleriyle birleşip sultanı düşürüp, ermeni çetelerinin işine bakacağız :)",Armenian,1658139666317558016,Türkçe,Ermeni Karşıtı,"    Ermeni çeteleriyle birleşip sultanı düşürüp, ermeni çetelerinin işine bakacağız :)"
13676,['Irk/Etnik Köken'],5,['Simgeleştirme'],Yok,@gulsumkagatun @dileysss @DijitalNabiz @TurkcuPaylasim Ermeni Çeteleri ile birleşirsen Milliyetçiler de Erdoğan ile birleşir.,Armenian,1658139896547033088,Türkçe,Ermeni Karşıtı,    Ermeni Çeteleri ile birleşirsen Milliyetçiler de Erdoğan ile birleşir.
13679,['Irk/Etnik Köken'],9,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@Kusu__Ebabil Mortakal bu sefer haklı arkadaşlar. Bizden ona (ermenilere) dost olmaz! Biz sadece Türkün dostuyuz!  Böyle bizans artığı ermeni itlerinin ölümüne düşmanıyız!!!,Armenian,1658140085143863040,Türkçe,Ermeni Karşıtı, Mortakal bu sefer haklı arkadaşlar. Bizden ona (ermenilere) dost olmaz! Biz sadece Türkün dostuyuz!  Böyle bizans artığı ermeni itlerinin ölümüne düşmanıyız!!!
13682,['Irk/Etnik Köken'],1,['Simgeleştirme'],Yok,@zarganasevdasi Karadağ halkı ile arap sevdalısı yozlaşmış türk halkını bir tutma be. Kazanma ihtimalimiz düşük olsada var ama,Arabian,1658140142320726016,Türkçe,Arap Karşıtı, Karadağ halkı ile arap sevdalısı yozlaşmış türk halkını bir tutma be. Kazanma ihtimalimiz düşük olsada var ama
13685,"['Irk/Etnik Köken', 'Hedef grup belirgin değil veya yok.']",1,['Abartma; Genelleme; Yükleme; Çarpıtma'],Zayıf,"KÜÇÜK ESNAF 5000-5975 PİRİM İLE EMEKLİLİK HAKKIMIZDI VERMEDİNİZ!
HAKKIMIZDIR HELAL DEĞİLDİR 
EYT,Yİ ARAP SAÇINA ÇEVİRDİNİZ!
@RTErdogan @dbdevletbahceli @ErbakanFatih @Mustafa_Destici 
@fahrettinaltun @csgbakanligi @vedatbilgn 
@_ozkal_
#Pazartesi
#EmeklilikteBagkuraTakilanlar",Arabian,1658140382503289088,Türkçe,Arap Karşıtı,"KÜÇÜK ESNAF 5000-5975 PİRİM İLE EMEKLİLİK HAKKIMIZDI VERMEDİNİZ!
HAKKIMIZDIR HELAL DEĞİLDİR 
EYT,Yİ ARAP SAÇINA ÇEVİRDİNİZ!
    
   

#Pazartesi
#EmeklilikteBagkuraTakilanlar"
13688,['Irk/Etnik Köken'],3,['Dışlama; Ayrımcı Söylem'],Yok,@dotcteur2001 @beyziboi @middleeastmim @BalkanmemesTr Arap mısın olm seçme hakkını alıcak elinden az kaldı max akp li sözü bu,Arabian,1658140543422012928,Türkçe,Arap Karşıtı,    Arap mısın olm seçme hakkını alıcak elinden az kaldı max akp li sözü bu
13691,['Country/Nationality'],3,"['Symbolization', 'Exaggeration; Generalization; Attribution; Distortion:']",Low,"لا انا ماروح عند مخربيات
اخاف اذا قصقصت اظافري تاخذها وتسحرني 
#ترحيل_المغربيات_مطلب 
#ترحيل_المغربيات_مطلب_امني",Arabic,1658140982947336193,,Anti-Immigrant/Refugee,"لا انا ماروح عند مخربيات
اخاف اذا قصقصت اظافري تاخذها وتسحرني 
#ترحيل_المغربيات_مطلب 
#ترحيل_المغربيات_مطلب_امني"
13694,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",2,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@EmirSS84431317 @prensloklerk @xdomerxd @pusholder Azeri Türkü Ogan Ermeni ve pkk sevicisi kk yi desteklerse biter.,Armenian,1658141015662898944,Türkçe,Ermeni Karşıtı,    Azeri Türkü Ogan Ermeni ve pkk sevicisi kk yi desteklerse biter.
13697,"['Irk/Etnik Köken', 'Ülke/Milliyet']",0,['Dışlama; Ayrımcı Söylem'],Yok,"@EvoOfTesla @erkbas Erkan kardeş anmayın ermeniyi, yahudiyi, az birazda Türk milletini sahiplenin, onların oylarını almak için emek sarfedin. Ne işiniz var 1915 ermeni olaylarıylada burdan post açıp paylaşım yapıyorsunuz .",Armenian,1658141294055529984,Türkçe,Ermeni Karşıtı,"  Erkan kardeş anmayın ermeniyi, yahudiyi, az birazda Türk milletini sahiplenin, onların oylarını almak için emek sarfedin. Ne işiniz var 1915 ermeni olaylarıylada burdan post açıp paylaşım yapıyorsunuz ."
13700,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@kenan12_erol Bunları da söyleyen Ermeni @kilicdarogluk bu Vatan'ı satılık oy vereni de aptal zannetmiş. Kılıçdaroğlu boş vaadlerini bölücülere saklasın. Seçim yüzünden boş vaade karnımız tok. İcraata bakıyoruz. Türk'ün yurdunu Türk yönetir. Ermeni değil. SSK'yı batırana ülke mi teslim edilir? https://t.co/OHlZnI8ZOm,Armenian,1658142123319860992,Türkçe,Ermeni Karşıtı, Bunları da söyleyen Ermeni  bu Vatan'ı satılık oy vereni de aptal zannetmiş. Kılıçdaroğlu boş vaadlerini bölücülere saklasın. Seçim yüzünden boş vaade karnımız tok. İcraata bakıyoruz. Türk'ün yurdunu Türk yönetir. Ermeni değil. SSK'yı batırana ülke mi teslim edilir? 
13703,['Irk/Etnik Köken'],3,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@kenan12_erol Bunları da söyleyen Ermeni @kilicdarogluk bu Vatan'ı satılık oy vereni de aptal zannetmiş. Kılıçdaroğlu boş vaadlerini bölücülere saklasın. Seçim yüzünden boş vaade karnımız tok. İcraata bakıyoruz. Türk'ün yurdunu Türk yönetir. Ermeni değil. SSK'yı batırana ülke mi teslim edilir? https://t.co/uTC9Gky2p7,Armenian,1658142299577016064,Türkçe,Ermeni Karşıtı, Bunları da söyleyen Ermeni  bu Vatan'ı satılık oy vereni de aptal zannetmiş. Kılıçdaroğlu boş vaadlerini bölücülere saklasın. Seçim yüzünden boş vaade karnımız tok. İcraata bakıyoruz. Türk'ün yurdunu Türk yönetir. Ermeni değil. SSK'yı batırana ülke mi teslim edilir? 
13706,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@ilkertantr @furkancerkes Komik çocuk
Benim soyum da Türk soyadım da sen kendi soy ağacına bak bakalım ermeni misin yunan mı.
Siz de aynı kafa ile devam edin Dünya'da kaybetme rekoru  elinde olan bir adaydan umut bekleyin biz Erdoğan'ı yine seçeceğiz.",Armenian,1658143326439191040,Türkçe,Ermeni Karşıtı,"  Komik çocuk
Benim soyum da Türk soyadım da sen kendi soy ağacına bak bakalım ermeni misin yunan mı.
Siz de aynı kafa ile devam edin Dünya'da kaybetme rekoru  elinde olan bir adaydan umut bekleyin biz Erdoğan'ı yine seçeceğiz."
13709,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@Profesorfacia buna inanan aptal var mı ? ssk yı batırmış, insanlar senetle hastaneden çıkmış genel müdürü kim bu ? fetönün kaset tuzağı ile chp nin başına geçmiş bir ermeni vatandaş. müslümanlığına şahitlik bile etmem.",Armenian,1658143473982222080,Türkçe,Ermeni Karşıtı," buna inanan aptal var mı ? ssk yı batırmış, insanlar senetle hastaneden çıkmış genel müdürü kim bu ? fetönün kaset tuzağı ile chp nin başına geçmiş bir ermeni vatandaş. müslümanlığına şahitlik bile etmem."
13712,['Irk/Etnik Köken'],2,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@antiExpertise Türk milleti kendi eliyle akp mhp eliyle arap istilasını onayladı. Bunlar iyi günlerimiz.,Arabian,1658143990087134976,Türkçe,Arap Karşıtı, Türk milleti kendi eliyle akp mhp eliyle arap istilasını onayladı. Bunlar iyi günlerimiz.
13715,['Ülke/Milliyet'],10,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,@hmcan2003 @bilutfulmevla Karabağı ermeni pçlerinden kurtarıp özgürleştirip Türk dünyasına giden yolu Azerbaycan'a teslim ettiği için mi yoksa pkknın anasını s...tiği için mi yoksa hdp ile ortak aday çıkarmadığı için mi?,Armenian,1658144072828165888,Türkçe,Ermeni Karşıtı,  Karabağı ermeni pçlerinden kurtarıp özgürleştirip Türk dünyasına giden yolu Azerbaycan'a teslim ettiği için mi yoksa pkknın anasını s...tiği için mi yoksa hdp ile ortak aday çıkarmadığı için mi?
13718,['Ülke/Milliyet'],10,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,Karabağı ermeni pçlerinden kurtarıp özgürleştirip Türk dünyasına giden yolu Azerbaycan'a teslim ettiği için mi yoksa pkknın anasını s...tiği için mi yoksa hdp ile ortak aday çıkarmadığı için mi? https://t.co/wnP3aUP4HT,Armenian,1658144530762268928,Türkçe,Ermeni Karşıtı,Karabağı ermeni pçlerinden kurtarıp özgürleştirip Türk dünyasına giden yolu Azerbaycan'a teslim ettiği için mi yoksa pkknın anasını s...tiği için mi yoksa hdp ile ortak aday çıkarmadığı için mi? 
13721,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,sanat camiası ermeni lobisinin elinde asla Türkiyeyi sevdiklerine inanmayın inanmıcam hakaret tek bildikleri dil .. fazlasındeymez.. https://t.co/OgsYlBXmmR,Armenian,1658144685099974912,Türkçe,Ermeni Karşıtı,sanat camiası ermeni lobisinin elinde asla Türkiyeyi sevdiklerine inanmayın inanmıcam hakaret tek bildikleri dil .. fazlasındeymez.. 
13724,"['Irk/Etnik Köken', 'Din']",10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,@Yasini47987816 @REM__BEN Abi lütfen ama lütfen şu soy adi kanununla gelen ermeni ve yahudiler açıklansında bilelim adam türk degil irkcilik yapiyor dinsiz ama dini eleştiriyor abi lutfen aciklayin su ermenileri ve yahidileride bilelim artik,Armenian,1658144706373583104,Türkçe,Ermeni Karşıtı,  Abi lütfen ama lütfen şu soy adi kanununla gelen ermeni ve yahudiler açıklansında bilelim adam türk degil irkcilik yapiyor dinsiz ama dini eleştiriyor abi lutfen aciklayin su ermenileri ve yahidileride bilelim artik
13727,['Irk/Etnik Köken'],5,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@FbVit44 @emredem03 @LuckyBesta Arap sevici yallah çölüne burası Türkiye ve ne mutlu türküm diyeceğiz yallah sen,Arabian,1658146028896367104,Türkçe,Arap Karşıtı,   Arap sevici yallah çölüne burası Türkiye ve ne mutlu türküm diyeceğiz yallah sen
13730,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",3,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Yok,"@KemalMelissa @umitozdag Araplar en azından yediği ekmeğe küfretmiyor, ayrıca biz Yahudi ermeni ve yunan müsveddelerini  Türkiye'de istemiyoruz..",Armenian,1658146116045615104,Türkçe,Ermeni Karşıtı,"  Araplar en azından yediği ekmeğe küfretmiyor, ayrıca biz Yahudi ermeni ve yunan müsveddelerini  Türkiye'de istemiyoruz.."
13733,['Irk/Etnik Köken'],4,['Dışlama; Ayrımcı Söylem'],Zayıf,Çarşamba günü şanlı Real Madrid Arap City'e çakacak 28 Mayıstan sonra da ülkeye bahar gelip kaçakları evlerine yollanacak. https://t.co/7J5gU167wp,Arabian,1658146411861496064,Türkçe,Arap Karşıtı,Çarşamba günü şanlı Real Madrid Arap City'e çakacak 28 Mayıstan sonra da ülkeye bahar gelip kaçakları evlerine yollanacak. 
13736,"['Irk/Etnik Köken', 'Ülke/Milliyet']",0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,@kava_zengel @Serbay_ama @avestazerdu @mevzukurtlre Valla bu HDP'lilerin Ermeni olmasından şüpheleniyorum. Sıradan Kürtler öyle sizin gibi Kürtlük diye tutturmuyor.,Armenian,1658146723175312896,Türkçe,Ermeni Karşıtı,    Valla bu HDP'lilerin Ermeni olmasından şüpheleniyorum. Sıradan Kürtler öyle sizin gibi Kürtlük diye tutturmuyor.
13739,['Irk/Etnik Köken'],2,['Emin değilim'],Yok,"@aykiricomtr @Architect000000 Türkiye Cumhuriyetini yavaş yavaş araplaştırıyorlar. 
Artık diyecek birşey bırakmadınız yeter be!
Bizi arap sanıyorlar yurt dışında be!",Arabian,1658147168765586944,Türkçe,Arap Karşıtı,"  Türkiye Cumhuriyetini yavaş yavaş araplaştırıyorlar. 
Artık diyecek birşey bırakmadınız yeter be!
Bizi arap sanıyorlar yurt dışında be!"
13742,"['Irk/Etnik Köken', 'Din', 'Hedef grup birden fazla.']",9,"['Dışlama; Ayrımcı Söylem', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Yok,@muhammedpekdgn Kardeşim PKK ile devlet kuramazsin millet istemiyor alevi ile devlet kuramazsin bunları geçin artık Türkiye Türk tür türk kalacak bizim kimse ile sıkıntımız yok sıkıntısı olanı yeriz,Alevi,1658147259228233984,Türkçe,Alevi Karşıtı, Kardeşim PKK ile devlet kuramazsin millet istemiyor alevi ile devlet kuramazsin bunları geçin artık Türkiye Türk tür türk kalacak bizim kimse ile sıkıntımız yok sıkıntısı olanı yeriz
13745,['Irk/Etnik Köken'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@m_kilic_21 @AsiyeRojbin @sabihatemizkan Haklısın. Benim derdim basimizdakinin gitmesi, kadınların 2.sınıf muamele görmemesi ve getirdikleri ne oldukları belirsiz Arap Afgan Suriyeli sığınmacıları bir an önce geri göndermeleri ve çocuklarımın güvenle yaşayabileceği bir ulke. Hepimizin de istediği bu değil mi.",Arabian,1658147353151386112,Türkçe,Arap Karşıtı,"   Haklısın. Benim derdim basimizdakinin gitmesi, kadınların 2.sınıf muamele görmemesi ve getirdikleri ne oldukları belirsiz Arap Afgan Suriyeli sığınmacıları bir an önce geri göndermeleri ve çocuklarımın güvenle yaşayabileceği bir ulke. Hepimizin de istediği bu değil mi."
13748,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Hem kızdım hem de üzüldüm. CHP’nin kurucusu olan Ermeni ve Rumların medyasıyla gaza gelen saf Türkler… Bu insanların beynini Atatürkçülükle yıkayanlar bu bölünmenin suçlusu
İkinci turda safları sıklaştırarak ve çalışarak…
@Akparti @AkpGenclikgrubu @MHP_Bilgi @bbpgenelmerkez",Armenian,1658147623977594880,Türkçe,Ermeni Karşıtı,"Hem kızdım hem de üzüldüm. CHP’nin kurucusu olan Ermeni ve Rumların medyasıyla gaza gelen saf Türkler… Bu insanların beynini Atatürkçülükle yıkayanlar bu bölünmenin suçlusu
İkinci turda safları sıklaştırarak ve çalışarak…
   "
